2.2538,-0.29671,-0.17978,-0.13411,-0.1312,-0.2048,-0.15751,-0.19584,0,0,-0.0049976,-0.14604,-0.015568,0,-0.018674,0,-0.10274,0,0,0,0,0,0,0,-0.049033,0,0,0,0,0,-0.11408,-0.04315,-0.10249
-0.29671,2.2849,-0.22643,-0.17398,-0.2324,-0.16437,-0.033152,-0.14763,-0.049913,0,-0.068158,-0.077966,-0.005722,0,-0.012878,0,-0.056571,0,0,0,0,0,0,0,-0.14876,0,0,0,0,0,-0.068779,0,-0.19697
-0.17978,-0.22643,2.4542,-0.40593,-0.15269,-0.21416,-0.18672,-0.17342,-0.063167,-0.074309,0,-0.081165,-0.045306,-0.071437,-0.036007,-0.15483,-0.0087711,0,0,-0.014819,0,0,0,0,0,0,0,0,-0.0015623,0,-0.033748,-0.0091431,-0.23947
-0.13411,-0.17398,-0.40593,2.4354,-0.14097,-0.22287,-0.13746,-0.13286,-0.18436,-0.047115,0,0,-0.017636,-0.06435,-0.015273,-0.1352,-0.059335,0,0,-0.031994,0,-0.016249,0,0,0,0,0,-0.02187,-0.026148,0,-0.021446,0,-0.22435
-0.1312,-0.2324,-0.15269,-0.14097,2.4638,-0.33637,-0.09004,-0.085453,-0.094875,-0.14453,-0.052993,-0.073853,-0.019132,-0.048788,0,0,-0.023286,0,0,0,0,0,0,-0.043568,-0.048339,0,0,0,0,0,0,-0.05478,-0.33293
-0.2048,-0.16437,-0.21416,-0.22287,-0.33637,2.3025,-0.043606,-0.042649,-0.067913,-0.12465,0,-0.0081696,-0.025229,-0.067462,0,-0.014599,0,0,0,-0.034403,0,0,0,-0.0377,0,0,0,0,0,0,0,-0.07914,-0.28803
-0.15751,-0.033152,-0.18672,-0.13746,-0.09004,-0.043606,2.3165,-0.51943,-0.11854,-0.17316,-0.070369,-0.10297,-0.0074879,-0.051634,-0.074487,0,0,-0.0094715,0,-0.061345,0,0,0,0,0,0,0,-0.044687,0,0,0,-0.016986,-0.11414
-0.19584,-0.14763,-0.17342,-0.13286,-0.085453,-0.042649,-0.51943,2.3398,-0.067332,-0.056313,-0.16513,-0.12118,-0.041191,-0.092777,-0.040275,0,-0.013823,0,0,-0.071641,0,0,-0.04499,0,0,0,0,0,0,0,-0.032354,-0.02424,-0.040887
0,-0.049913,-0.063167,-0.18436,-0.094875,-0.067913,-0.11854,-0.067332,2.2392,-0.31024,-0.051117,-0.030196,-0.054584,-0.12144,-0.19052,-0.030317,0,-0.024259,0,0,0,0,0,-0.046582,0,0,0,-0.017462,-0.011258,-0.011476,0,-0.099568,-0.17257
0,0,-0.074309,-0.047115,-0.14453,-0.12465,-0.17316,-0.056313,-0.31024,2.2116,-0.054258,-0.040686,-0.13435,-0.021735,-0.0882,-0.033922,0,-0.099512,0,-0.055854,0,0,0,-0.06261,0,0,0,-0.025258,0,0,0,0,-0.16025
-0.0049976,-0.068158,0,0,-0.052993,0,-0.070369,-0.16513,-0.051117,-0.054258,2.2235,-0.40647,-0.33238,-0.17304,-0.20184,-0.069071,0,0,0,0,0,0,-0.00073687,0,-0.13068,0,0,0,-0.04849,0,-0.06451,0,-0.019311
-0.14604,-0.077966,-0.081165,0,-0.073853,-0.0081696,-0.10297,-0.12118,-0.030196,-0.040686,-0.40647,2.2927,-0.26944,-0.17193,-0.26879,-0.048244,-0.10806,0,0,0,0,0,0,0,-0.1244,0,0,0,0,0,-0.036838,-0.046327,0
-0.015568,-0.005722,-0.045306,-0.017636,-0.019132,-0.025229,-0.0074879,-0.041191,-0.054584,-0.13435,-0.33238,-0.26944,2.2791,-0.38451,-0.2736,-0.086359,-0.043313,0,-0.14425,0,0,0,0,-0.016882,-0.069099,0,0,0,0,0,0,-0.0024268,-0.043279
0,0,-0.071437,-0.06435,-0.048788,-0.067462,-0.051634,-0.092777,-0.12144,-0.021735,-0.17304,-0.17193,-0.38451,2.2804,-0.47795,-0.13203,-0.041993,0,-0.05217,-0.0033503,0,0,0,0,0,0,0,0,-0.019367,0,-0.02967,0,-0.049568
-0.018674,-0.012878,-0.036007,-0.015273,0,0,-0.074487,-0.040275,-0.19052,-0.0882,-0.20184,-0.26879,-0.2736,-0.47795,2.3157,-0.13778,-0.099094,0,-0.064211,0,0,0,0,0,-0.093936,0,0,0,-0.016477,0,-0.027541,0,-0.064563
0,0,-0.15483,-0.1352,0,-0.014599,0,0,-0.030317,-0.033922,-0.069071,-0.048244,-0.086359,-0.13203,-0.13778,2.2567,-0.32291,0,-0.041121,0,-0.099835,-0.044108,0,0,0,0,0,-0.043919,-0.28448,0,-0.32141,0,-0.015558
-0.10274,-0.056571,-0.0087711,-0.059335,-0.023286,0,0,-0.013823,0,0,0,-0.10806,-0.043313,-0.041993,-0.099094,-0.32291,2.266,0,-0.023165,0,-0.1104,-0.12478,0,0,-0.095333,0,0,0,-0.16876,0,-0.48626,0,0
0,0,0,0,0,0,-0.0094715,0,-0.024259,-0.099512,0,0,0,0,0,0,0,2.244,-0.33774,-0.19499,-0.064959,-0.039504,-0.011203,-0.09601,0,-0.03173,0,-0.5382,-0.14462,0,0,-0.22301,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.14425,-0.05217,-0.064211,-0.041121,-0.023165,-0.33774,2.1765,-0.082564,-0.023042,0,0,-0.014565,-0.026124,0,0,-0.36126,-0.22877,0,0,-0.21655,0
0,0,-0.014819,-0.031994,0,-0.034403,-0.061345,-0.071641,0,-0.055854,0,0,0,-0.0033503,0,0,0,-0.19499,-0.082564,2.0998,0,0,-0.010419,-0.021864,-0.05559,-0.031249,-0.021471,-0.2882,-0.14971,-0.00065649,0,-0.25552,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099835,-0.1104,-0.064959,-0.023042,0,2.2027,-0.51454,0,-0.090017,-0.017857,0,0,-0.01296,-0.21066,0,-0.19727,0,0
0,0,0,-0.016249,0,0,0,0,0,0,0,0,0,0,0,-0.044108,-0.12478,-0.039504,0,0,-0.51454,2.1602,0,-0.20581,0,0,0,0,-0.14857,0,-0.071889,0,0
0,0,0,0,0,0,0,-0.04499,0,0,-0.00073687,0,0,0,0,0,0,-0.011203,0,-0.010419,0,0,2.1598,0,0,-0.41439,-0.15552,-0.063903,0,-0.13536,0,0,0
0,0,0,0,-0.043568,-0.0377,0,0,-0.046582,-0.06261,0,0,-0.016882,0,0,0,0,-0.09601,-0.014565,-0.021864,-0.090017,-0.20581,0,2.0139,-0.32294,0,-0.022126,0,0,-0.10322,0,-0.0408,-0.027579
-0.049033,-0.14876,0,0,-0.048339,0,0,0,0,0,-0.13068,-0.1244,-0.069099,0,-0.093936,0,-0.095333,0,-0.026124,-0.05559,-0.017857,0,0,-0.32294,2.0119,0,0,0,-0.033104,-0.016351,-0.10058,-0.059457,-0.034482
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03173,0,-0.031249,0,0,-0.41439,0,0,2.2582,-0.28263,-0.090717,0,-0.1919,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021471,0,0,-0.15552,-0.022126,0,-0.28263,2.1543,0,0,-0.40529,0,0,0
0,0,0,-0.02187,0,0,-0.044687,0,-0.017462,-0.025258,0,0,0,0,0,-0.043919,0,-0.5382,-0.36126,-0.2882,-0.01296,0,-0.063903,0,0,-0.090717,0,2.2267,-0.17027,0,-0.017404,-0.18784,0
0,0,-0.0015623,-0.026148,0,0,0,0,-0.011258,0,-0.04849,0,0,-0.019367,-0.016477,-0.28448,-0.16876,-0.14462,-0.22877,-0.14971,-0.21066,-0.14857,0,0,-0.033104,0,0,-0.17027,2.1883,0,-0.16344,-0.11181,0
0,0,0,0,0,0,0,0,-0.011476,0,0,0,0,0,0,0,0,0,0,-0.00065649,0,0,-0.13536,-0.10322,-0.016351,-0.1919,-0.40529,0,0,2.4204,0,0,0
-0.11408,-0.068779,-0.033748,-0.021446,0,0,0,-0.032354,0,0,-0.06451,-0.036838,0,-0.02967,-0.027541,-0.32141,-0.48626,0,0,0,-0.19727,-0.071889,0,0,-0.10058,0,0,-0.017404,-0.16344,0,2.1715,0,0
-0.04315,0,-0.0091431,0,-0.05478,-0.07914,-0.016986,-0.02424,-0.099568,0,0,-0.046327,-0.0024268,0,0,0,0,-0.22301,-0.21655,-0.25552,0,0,0,-0.0408,-0.059457,0,0,-0.18784,-0.11181,0,0,2.1072,-0.033056
-0.10249,-0.19697,-0.23947,-0.22435,-0.33293,-0.28803,-0.11414,-0.040887,-0.17257,-0.16025,-0.019311,0,-0.043279,-0.049568,-0.064563,-0.015558,0,0,0,0,0,0,0,-0.027579,-0.034482,0,0,0,0,0,0,-0.033056,2.4797
